Country,Name,Latitude,Longitude,Unit,Type,Model,Net Capacity /MW,Gross Capacity /MW
United States,Peach Bottom,39.75833333,-76.26805556,2,BWR,BWR-4 (WET),,"1,382"
United States,Peach Bottom,39.75833333,-76.26805556,3,BWR,BWR-4 (WET),,"1,382"
United States,Perry,41.80083333,-81.14333333,1,BWR,BWR-6 (WET),,"1,231"
United States,Point Beach,44.28111111,-87.53666667,1,PWR,WH 2-loop (DRY),,510
United States,Point Beach,44.28111111,-87.53666667,2,PWR,WH 2-loop (DRY),,516
United States,Prairie Island,44.62166667,-92.63305556,1,PWR,WH 2-loop (DRY),,548
United States,Prairie Island,44.62166667,-92.63305556,2,PWR,WH 2-loop (DRY),,548
United States,Quad Cities,41.72638889,-90.31,1,BWR,BWR-4 (WET),,912
United States,Quad Cities,41.72638889,-90.31,2,BWR,BWR-4 (WET),,912
United States,River Bend,30.75666667,-91.33333333,1,BWR,BWR-6 (WET),,978
United States,Salem,39.46277778,-75.53555556,1,PWR,WH 3-loop (DRY),,"1,174"
United States,Salem,39.46277778,-75.53555556,2,PWR,WH 3-loop (DRY),,"1,130"
United States,Seabrook Station,42.89888889,-70.85083333,1,PWR,WH (DRY),,"1,194"
United States,Sequoyah,35.22638889,-85.09166667,1,PWR,WH 4-Loop (ICECOND.),,"1,148"
United States,Sequoyah,35.22638889,-85.09166667,2,PWR,WH 4-Loop (ICECOND.),,"1,126"
United States,Shearon Harris,35.63333333,-78.955,1,PWR,WH 3-Loop (DRY),900,960
United States,South Texas,28.79555556,-96.04888889,1,PWR,WH 4-loop (DRY),,"1,250"
United States,South Texas,28.79555556,-96.04888889,2,PWR,WH 4-loop (DRY),,"1,250"
United States,St. Lucie,27.34861111,-80.24638889,1,PWR,CE (DRY),,"1,002"
United States,St. Lucie,27.34861111,-80.24638889,2,PWR,CE (DRY),,"1,002"
United States,Surry,37.16555556,-76.69777778,1,PWR,WH 3-loop (DRY),,799
United States,Surry,37.16555556,-76.69777778,2,PWR,WH 3-loop (DRY),,799
United States,Susquehanna,41.08888889,-76.14888889,1,BWR,BWR-5 (WET),,"1,350"
United States,Susquehanna,41.08888889,-76.14888889,2,BWR,BWR-5 (WET),,"1,350"
United States,Turkey Point,25.43416667,-80.33055556,1,PWR,WH 3-loop (DRY),,900
United States,Turkey Point,25.43416667,-80.33055556,2,PWR,WH 3-loop (DRY),,900
United States,Virgil C. Summer,34.29861111,-81.31472222,1,PWR,WH 3-Loop (DRY),,"1,000"
United States,Vogtle,33.14333333,-81.76055556,1,PWR,WH (DRY),,"1,215"
United States,Vogtle,33.14333333,-81.76055556,2,PWR,WH (DRY),,"1,215"
United States,Waterford,29.99527778,-90.47111111,1,PWR,CE 2-loop (DRY),,"1,218"
United States,Watts Bar,35.60277778,-84.78944444,1,PWR,WH (ICECOND.),,"1,167"
United States,Watts Bar,35.60277778,-84.78944444,2,PWR,WH (ICECOND.),,"1,165"
United States,Wolf Creek,38.23888889,-95.68888889,1,PWR,WH (DRY),,"1,250"
