11/16/2018,11:05:00 PM,8.3388
11/16/2018,11:04:00 PM,9.6142
11/16/2018,8:29:00 PM,3.1572
11/9/2018,9:07:00 PM,14.496
10/13/2018,5:44:00 AM,43.7402
10/13/2018,6:03:00 AM,1.3603
10/13/2018,6:07:00 AM,12.6054
10/13/2018,6:23:00 PM,23.871
10/22/2018,8:48:00 AM,5.246
10/25/2018,7:27:00 AM,69.9218
10/25/2018,7:31:00 AM,9.5244
10/25/2018,7:58:00 AM,0.7041
10/25/2018,8:40:00 AM,0.7382
10/25/2018,9:20:00 AM,69.9355
10/25/2018,9:33:00 AM,8.6044
10/25/2018,10:31:00 AM,0.0097
10/25/2018,10:31:00 AM,12.583
10/25/2018,10:49:00 AM,5.999
10/25/2018,10:58:00 AM,0.4736
10/25/2018,10:58:00 AM,1.2783
10/25/2018,11:21:00 AM,7.1113
10/25/2018,11:23:00 AM,1.4404
10/25/2018,11:55:00 AM,0.4707
10/25/2018,12:04:00 PM,0.0937
10/25/2018,4:13:00 PM,206.3955
10/25/2018,6:13:00 PM,115.5244
10/25/2018,7:55:00 PM,5.6513
10/25/2018,11:57:00 PM,106.375
10/26/2018,7:54:00 AM,64.8632
10/26/2018,7:57:00 AM,19.0429
10/27/2018,6:37:00 PM,11.4736
10/27/2018,8:27:00 PM,1.0605
10/27/2018,10:54:00 PM,23.5039
10/31/2018,7:46:00 PM,0.0029
11/1/2018,5:32:00 PM,0.0048
11/2/2018,7:28:00 PM,162.4316
11/2/2018,7:37:00 PM,4.0605
11/2/2018,7:46:00 PM,0.2548
11/2/2018,8:15:00 PM,9.0664
11/2/2018,8:39:00 PM,0.0664
11/2/2018,8:44:00 PM,1.4628
11/2/2018,8:53:00 PM,3.7431
11/2/2018,9:00:00 PM,0.7167
11/2/2018,9:00:00 PM,40.1083
11/2/2018,9:23:00 PM,0.2392
11/2/2018,9:27:00 PM,0.0253
11/3/2018,10:00:00 AM,50.833
11/3/2018,12:20:00 PM,12.457
11/3/2018,2:13:00 PM,9.5449
11/3/2018,3:07:00 PM,4.5263
11/3/2018,3:08:00 PM,4.6962
11/3/2018,3:24:00 PM,4.9277
11/3/2018,5:04:00 PM,75.416
11/3/2018,6:57:00 PM,16.9628
11/3/2018,8:43:00 PM,114.791
11/3/2018,10:27:00 PM,1.4169
11/4/2018,8:41:00 AM,128.7822
11/4/2018,8:45:00 AM,3.1289
11/4/2018,9:06:00 AM,0.0058
11/4/2018,9:37:00 AM,0.7177
11/4/2018,9:55:00 AM,4.0839
11/4/2018,9:56:00 AM,0.2099
11/4/2018,9:58:00 AM,0.2929
11/4/2018,9:59:00 AM,0.1962
11/4/2018,12:23:00 PM,19.1201
11/4/2018,1:08:00 PM,1.0712
11/4/2018,1:37:00 PM,1.0908
11/4/2018,1:46:00 PM,0.0556
11/4/2018,1:49:00 PM,12.8369
11/4/2018,1:52:00 PM,3.0644
11/4/2018,1:59:00 PM,8.8281
11/4/2018,3:40:00 PM,50.2265
11/5/2018,8:41:00 AM,0.0058
11/6/2018,4:23:00 PM,28.6435
11/6/2018,4:49:00 PM,8.6318
11/6/2018,6:49:00 PM,14.0888
11/6/2018,7:58:00 PM,0.1435
11/6/2018,7:58:00 PM,1.5498
11/6/2018,8:34:00 PM,0.0615
11/6/2018,8:34:00 PM,0.0458
11/6/2018,8:40:00 PM,0.0156
11/6/2018,8:46:00 PM,0.0234
11/6/2018,8:46:00 PM,0.082
11/6/2018,8:57:00 PM,0.2109
11/6/2018,8:57:00 PM,0.081
11/6/2018,9:50:00 PM,0.7929
11/6/2018,9:50:00 PM,0.0195
9/9/2018,1:59:00 PM,0.9248
9/9/2018,3:57:00 PM,12.0312
9/9/2018,4:17:00 PM,2.497
9/9/2018,4:21:00 PM,3.2441
9/12/2018,3:31:00 PM,0.0068
9/14/2018,8:35:00 PM,2.9833
9/15/2018,11:46:00 AM,76.0898
9/15/2018,12:33:00 PM,9.4433
9/15/2018,3:05:00 PM,16.0546
9/15/2018,3:41:00 PM,27.2392
9/15/2018,4:04:00 PM,0.3359
9/15/2018,8:21:00 PM,65.8369
9/15/2018,9:48:00 PM,1.9609
9/16/2018,6:12:00 AM,29.4873
9/16/2018,7:50:00 AM,56.1562
9/16/2018,7:50:00 AM,2.873
9/16/2018,9:35:00 AM,0.0761
9/16/2018,9:42:00 AM,0.081
9/16/2018,9:48:00 AM,0.3808
9/16/2018,9:49:00 AM,87.3281
9/16/2018,9:51:00 AM,0.374
9/16/2018,10:06:00 AM,8.3564
9/16/2018,10:08:00 AM,0.083
9/16/2018,10:11:00 AM,6.1767
9/16/2018,10:23:00 AM,12.9365
9/16/2018,10:34:00 AM,0.3193
9/16/2018,10:36:00 AM,0.3886
9/16/2018,11:04:00 AM,0.7685
9/16/2018,11:12:00 AM,0.7226
9/16/2018,11:13:00 AM,58.1464
9/16/2018,11:19:00 AM,0.9833
9/16/2018,11:38:00 AM,0.8808
9/16/2018,11:40:00 AM,0.496
9/16/2018,11:46:00 AM,0.8535
9/16/2018,11:52:00 AM,0.5673
9/16/2018,11:55:00 AM,0.5185
9/16/2018,12:09:00 PM,0.8388
9/16/2018,12:44:00 PM,0.4482
9/16/2018,12:48:00 PM,38.8496
9/16/2018,1:48:00 PM,3.9228
9/16/2018,1:54:00 PM,3.2939
9/16/2018,2:44:00 PM,0.8925
9/16/2018,2:45:00 PM,6.6953
9/20/2018,10:37:00 AM,2.3994
9/20/2018,12:41:00 PM,16.2753
9/20/2018,12:42:00 PM,15.915
9/20/2018,5:51:00 PM,43.997
9/20/2018,7:55:00 PM,287.5019
9/20/2018,9:24:00 PM,9.4697
9/21/2018,9:07:00 AM,64.705
9/21/2018,11:04:00 AM,1.9716
9/21/2018,11:29:00 AM,0.6406
9/21/2018,3:10:00 PM,18.2226
9/21/2018,3:43:00 PM,5.5976
9/21/2018,3:59:00 PM,10.9238
9/21/2018,6:38:00 PM,11.0117
9/22/2018,7:50:00 AM,29.0146
9/22/2018,7:52:00 AM,21.9501
9/22/2018,8:09:00 AM,0.9814
9/22/2018,8:22:00 AM,0.4072
9/22/2018,8:31:00 AM,0.7373
9/22/2018,2:30:00 PM,93.6035
9/22/2018,3:49:00 PM,29.2812
9/22/2018,4:59:00 PM,2.4892
9/22/2018,8:46:00 PM,67.2841
9/22/2018,9:18:00 PM,5.0361
9/22/2018,10:17:00 PM,0.5537
9/22/2018,10:18:00 PM,9.8037
9/22/2018,10:39:00 PM,6.3779
9/22/2018,11:38:00 PM,2.4218
9/22/2018,11:41:00 PM,3.5615
9/23/2018,7:43:00 AM,57.2656
9/23/2018,9:01:00 AM,190.8046
9/23/2018,10:33:00 AM,57.0927
9/23/2018,12:20:00 PM,34.0761
9/23/2018,1:47:00 PM,5.206
9/23/2018,1:49:00 PM,2.7695
9/23/2018,1:52:00 PM,0.8808
9/23/2018,2:52:00 PM,10.5
9/23/2018,2:52:00 PM,5.6601
9/23/2018,3:16:00 PM,0.2666
9/26/2018,7:02:00 AM,0.1386
9/26/2018,7:18:00 AM,0.2246
9/26/2018,8:56:00 AM,0.0117
9/27/2018,12:53:00 PM,6.2871
9/27/2018,1:30:00 PM,5.8105
9/27/2018,2:47:00 PM,0.1718
9/27/2018,2:47:00 PM,0.0302
9/27/2018,2:50:00 PM,0.9511
9/30/2018,12:16:00 PM,0.0458
10/4/2018,2:52:00 PM,0.0195
10/4/2018,3:47:00 PM,0.0156
10/4/2018,3:50:00 PM,6.9199
10/4/2018,4:37:00 PM,0.9218
10/5/2018,2:00:00 PM,7.2207
10/5/2018,9:23:00 PM,9.6806
10/6/2018,5:13:00 AM,45.5029
10/6/2018,5:47:00 AM,3.4863
10/6/2018,5:47:00 AM,0.6142
10/6/2018,5:54:00 AM,0.9472
10/6/2018,5:54:00 AM,0.0761
10/6/2018,5:58:00 AM,5.9091
10/6/2018,6:16:00 AM,4.0029
10/6/2018,6:17:00 AM,9.7597
10/6/2018,6:37:00 AM,0.4111
10/6/2018,10:39:00 AM,26.0634
10/6/2018,1:50:00 PM,126.2138
10/6/2018,2:56:00 PM,7.33
10/6/2018,7:50:00 PM,58.3291
10/6/2018,8:26:00 PM,9.0917
10/6/2018,8:48:00 PM,9.4755
10/6/2018,8:48:00 PM,0.2089
10/6/2018,8:54:00 PM,9.5156
10/6/2018,9:49:00 PM,0.6435
10/6/2018,9:49:00 PM,143.8515
10/6/2018,10:13:00 PM,0.1376
10/6/2018,10:16:00 PM,4.6982
10/6/2018,10:56:00 PM,0.0214
10/6/2018,10:56:00 PM,0.2343
10/6/2018,11:03:00 PM,4.0654
10/7/2018,7:08:00 AM,48.8564
10/7/2018,7:54:00 AM,26.3857
10/7/2018,8:14:00 AM,2.9931
10/7/2018,9:37:00 AM,0.6875
10/7/2018,9:47:00 AM,57.1513
10/7/2018,9:48:00 AM,0.5566
10/7/2018,9:49:00 AM,4.163
10/7/2018,9:55:00 AM,0.1337
10/7/2018,9:56:00 AM,1.2236
10/7/2018,10:01:00 AM,0.2558
10/7/2018,10:11:00 AM,0.2128
10/7/2018,10:33:00 AM,25.7353
10/7/2018,10:39:00 AM,0.4511
10/7/2018,11:07:00 AM,1.3515
10/7/2018,11:14:00 AM,30.0957
10/7/2018,11:29:00 AM,0.2539
10/7/2018,11:42:00 AM,0.8154
10/7/2018,1:15:00 PM,159.248
10/7/2018,3:02:00 PM,78.0917
10/7/2018,6:15:00 PM,7.3466
10/7/2018,6:46:00 PM,11.9033
10/7/2018,7:33:00 PM,2.9384
10/7/2018,8:05:00 PM,0.0029
10/8/2018,8:41:00 AM,95.7363
10/8/2018,10:26:00 AM,114.6484
10/8/2018,12:06:00 PM,9.5136
10/8/2018,12:29:00 PM,2.999
10/8/2018,2:47:00 PM,25.0546
10/8/2018,3:58:00 PM,2.5087
10/8/2018,5:09:00 PM,4.6982
10/8/2018,5:22:00 PM,0.6728
8/9/2018,6:37:00 PM,141.8505
8/10/2018,1:50:00 PM,10.8398
8/10/2018,2:06:00 PM,9.581
8/10/2018,2:26:00 PM,114.081
8/10/2018,2:26:00 PM,0.2246
8/10/2018,2:36:00 PM,5.5908
8/10/2018,3:27:00 PM,1.0722
8/10/2018,4:18:00 PM,0.748
8/10/2018,4:25:00 PM,201.622
8/10/2018,4:46:00 PM,0.371
8/10/2018,5:05:00 PM,15.0869
8/10/2018,5:16:00 PM,0.2695
8/10/2018,5:39:00 PM,1.2646
8/10/2018,5:40:00 PM,62.833
8/10/2018,5:40:00 PM,26.9843
8/10/2018,5:54:00 PM,8.8691
8/10/2018,6:22:00 PM,0.9062
8/10/2018,6:41:00 PM,0.0019
8/11/2018,7:55:00 PM,25.8359
8/11/2018,9:51:00 PM,1.457
8/11/2018,11:32:00 PM,0.0693
8/11/2018,11:52:00 PM,0.0351
8/12/2018,12:49:00 PM,0.3886
8/12/2018,1:00:00 PM,6.7597
8/12/2018,2:48:00 PM,13.1767
8/12/2018,4:34:00 PM,3.8447
8/13/2018,12:23:00 PM,9.3593
